AUSTRALIA	AUSTRIA	BELGIUM	CANADA	DENMARK	FINLAND	FRANCE	GERMANY	HONG KONG	IRELAND	ISRAEL	ITALY	JAPAN	NETHERLANDS	NEW ZEALAND	NORWAY	PORTUGAL	SINGAPORE	SPAIN	SWEDEN	SWITZERLAND	UNITED KINGDOM	USA	BRAZIL	CHILE	CHINA	COLOMBIA	CZECH REPUBLIC	EGYPT	GREECE	HUNGARY	INDIA	INDONESIA	KOREA	MALAYSIA	MEXICO	PERU	PHILIPPINES	POLAND	RUSSIA	SOUTH AFRICA	TAIWAN	THAILAND	TURKEY	ARGENTINA	JORDAN	MOROCCO	PAKISTAN	BAHRAIN	KUWAIT	OMAN	QATAR	UNITED ARAB EMIRATES	USDCAD
5081.166	2926.886	15575.155	6306.915	32738.486	1026.808	7608.6	7413.196	58156.57	367.19	431.045	1139.644	6074.893	18920.573	491.244	10232.336	159.217	12220.126	4989.299	31355.545	15522.246	8032.763	8035.257	4670.637	4244.9	126.269	1436.882	746.224	1801.162	124.77	610.34	723.933	1567.983	594.002	788.698	10186.196	2168.208	1034.435	1232.803	750.924	1072.269	575.329	882.677	1193.115	4867.517	194.135	519.786	549.157	171.958	746.895	1145.731	1467.327	587.4	1.2574
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	171.635	741.212	1144.651	1453.181	584.731	NA
5032.726	2842.602	15314.64	6238.236	32578.662	1008.734	7446.277	7288.39	56510.099	358.612	429.583	1089.004	5963.147	18603.129	486.117	10016.421	153.028	12179.278	4861.862	30847.977	15397.972	7970.595	8004.551	4622.906	4168.82	121.12	1429.01	742.762	1680.768	124.478	600.547	727.162	1540.287	576.496	774.488	10088.644	2144.175	1021.334	1221.194	735.917	1043.503	568.028	871.918	1216.426	4852.482	193.775	516.741	548.484	171.958	745.62	1146.554	1448.401	582.253	1.2652
5060.657	2747.565	14937.972	6192.262	31786.373	973.015	7192.385	7067.302	56215.444	350.756	427.346	1044.666	6044.461	17961.793	483.992	9691.858	148.056	12132.232	4711.955	30172.747	15124.377	7751.149	8051.887	4575.338	4099.656	117.375	1408.185	732.283	1658.058	122.916	581.276	726.394	1534.934	574.872	771.794	10089.619	2125.542	1018.634	1175.857	719.325	1003.687	568.252	875.147	1196.277	4816.023	190.804	513.982	545.094	171.958	738.093	1146.709	1442.415	579.618	1.2705
4965.454	2824.458	15271.426	6121.822	32049.36	993.523	7328.97	7189.6	53362.822	353.206	425.58	1085.625	5898.046	18240.47	486.401	9800.759	152.562	12016.85	4806.928	30659.063	15270.245	7787.193	7917.998	4465.528	4066.436	109.872	1395.019	739.369	1602.036	124.371	583.999	713.114	1517.939	564.071	762.783	9997.92	2092.107	1008.862	1179.606	715.41	1002.38	550.283	863.97	1183.868	4688.934	189.443	519.679	541.369	171.745	743.759	1142.641	1423.953	568.582	1.2746
4960.399	2896.779	15642.481	6058.201	32716.895	1019.586	7494.659	7343.037	55701.615	361.257	429.938	1122.194	5881.557	18702.688	484.506	10052.692	158.167	11948.611	4928.811	31192.952	15542.685	7910.945	7936.357	4456.214	4136.123	115.826	1413.655	747.121	1626.485	124.152	602.482	710.329	1505.606	569.201	767.765	10028.061	2098.385	1011.764	1189.216	727.45	1036.502	547.039	865.925	1214.485	4714.93	186.974	517.901	537.899	172.301	745.02	1147.997	1438.38	573.696	1.2707
4975.325	2996.618	16227.387	6122.947	34001.251	1053.702	7803.412	7635.252	56426.734	373.535	432.45	1170.195	5830.675	19434.423	481.001	10372.364	164.207	11995.852	5143.429	32312.324	15939.829	8082.641	8033.349	4585.787	4239.95	119.72	1422.458	759.193	1626.485	125.585	631.367	711.27	1516.376	570.688	775.623	10125.866	2121.877	1015.799	1239.531	734.937	1044.07	547.039	877.612	1228.301	4851.697	186.974	525.308	539.459	172.301	745.636	1147.997	1438.301	573.696	1.2658
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	171.312	747.422	1153.858	1438.691	573.617	NA
4934.086	3015.6	16289.617	6156.335	34176.588	1056.147	7834.108	7635.554	57367.025	374.965	435.321	1164.447	5906.092	19501.535	477.399	10298.849	163.581	12051.473	5152.718	32477.546	15956.204	8170.156	8122.029	4667.301	4257.633	121.287	1408.611	751.077	1636.461	123.759	624.196	719.989	1532.875	576.757	774.286	10150.88	2162.171	1030.605	1233.926	744.818	1057.454	555.376	879.208	1243.678	4845.986	185.288	522.366	545.908	172.643	745.583	1156.096	1439.522	580.133	1.2741
5072.355	2996.527	16299.647	6196.991	34122.499	1061.609	7873.223	7648.415	57322.801	376.429	442.378	1161.075	5997.945	19620.139	485.006	10326.923	162.198	12028.203	5160.226	32385.189	16116.735	8209.56	8160.795	4746.787	4299.627	120.267	1424.316	752.628	1659.883	123.641	626.943	721.745	1533.362	566.683	775.542	10240.882	2144.013	1034.748	1230.937	751.145	1058.359	555.233	875.741	1245.01	5006.059	185.788	523.108	541.126	172.643	750.565	1166.574	1442.094	583.745	1.2728
5094.768	2973.924	16391.526	6153.821	34357.717	1055.999	7867.299	7633.153	57329.905	375.66	441.387	1171.855	5999.473	19698.127	484.589	10356.363	162.741	12010.634	5176.833	31998.07	16020.067	8232.34	8152.422	4677.884	4294.902	118.793	1415.052	763.156	1697.987	123.152	629.333	728.633	1517.777	568.431	778.431	10195.11	2119.559	1037.317	1226.152	757.339	1061.626	558.869	874.219	1232.669	5005.425	187.136	523.505	545.278	174.141	759.844	1164.256	1447.976	592.875	1.2913
5140.138	3005.24	16539.078	6168.15	34576.339	1063.676	7943.674	7710.169	57475.472	377.059	443.101	1186.09	6047.082	19723.332	481.189	10376.45	163.941	12086.284	5240.849	32661.093	16218.588	8271.969	8216.471	4710.143	4290.561	119.651	1407.636	769.959	1718.917	122.556	633.688	733.928	1517.777	571.072	779.054	10201.568	2117.033	1043.57	1249.006	765.975	1067.311	557.404	868.791	1229.586	4999.63	190.607	522.717	548.772	174.187	750.303	1164.559	1447.531	592.861	1.2957
5112.972	2995.627	16476.995	6114.542	34386.27	1067.11	7915.557	7652.694	58132.451	375.071	439.62	1179.564	6060.868	19622.862	482.881	10262.448	163.068	12079.339	5201.327	32291.146	16115.038	8268.494	8225.12	4564.996	4271.419	121.196	1376.742	753.343	1718.917	121.994	629.961	735.574	1517.777	569.337	779.054	10141.05	2082.802	1043.57	1238.475	758.854	1073.982	557.847	869.272	1231.535	5003.436	190.607	521.267	548.772	174.187	750.303	1164.559	1447.531	592.861	1.2972
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	174.187	750.303	1164.559	1447.531	592.861	NA
5124.646	3027.81	16561.124	6034.006	34745.867	1081.27	7954.714	7699.226	58007.949	376.784	442.941	1193.934	6046.723	19722.269	483.986	10192.376	163.919	12105.759	5242.103	32785.319	16131.499	8258.45	8231.365	4486.624	4256.042	120.945	1371.204	756.789	1718.917	122.107	627.571	733.794	1517.777	563.039	778.142	10133.363	2037.316	1036.297	1211.807	750.41	1071.061	553.615	854.771	1188.9	4768.99	190.607	523.704	548.772	174.187	750.055	1164.408	1447.531	600.04	1.2994
5185.628	3025.301	16469.096	6028.301	34517.704	1059.679	7948.82	7662.86	57972.234	376.429	443.72	1185.969	6102.676	19686.886	491.763	10394.646	163.242	12173.818	5229.667	32635.412	16072.03	8222.695	8194.502	4516.581	4257.308	122.264	1366.464	771.77	1731.273	122.893	638.065	730.466	1517.777	563.915	784.409	10101.669	2054.367	1046.751	1221.029	754.272	1080.259	556.308	841.624	1193.994	4716.195	189.398	523.408	548.772	174.187	751.051	1172.067	1447.551	601.967	1.2948
5057.454	2980.495	16366.997	5962.604	34465.171	1044.344	7881.531	7581.317	57477.146	379.516	438.492	1180.291	6024.066	19574.708	490.902	10190.762	162.212	12096.187	5223.513	32072.233	15822.876	8132.999	8175.304	4426.934	4213.607	120.741	1358.531	773.989	1743.271	122.421	629.277	737.99	1533.134	561.4	783.22	9862.934	2029.83	1048.339	1187.322	752.069	1057.456	550.44	839.352	1179.893	4670.811	189.33	519.647	550.92	172.944	750.934	1173.005	1435.138	607.486	1.3033
5024.028	3012.103	16413.869	5973.443	34612.83	1053.061	7949.842	7634.568	57931.388	381.485	434.688	1185.473	6054.265	19781.544	491.109	10192.003	163.577	12078.266	5247.301	32111.285	16023.202	8062.587	8130.62	4230.177	4179.156	121.54	1355.715	769.802	1743.271	123.399	627.19	732.626	1521.656	554.519	776.39	9885.46	1993.865	1046.866	1201.629	740.307	1059.108	540.222	832.807	1131.711	4659.919	190.899	524.903	549.439	172.966	752.249	1173.005	1438.386	606.204	1.3037
4940.302	2982.12	16210.393	5900.432	34535.361	1045.537	7896.081	7525.216	57643.797	379.143	435.24	1177.854	6037.328	19512.14	484.059	10132.874	162.681	12043.926	5181.693	31959.399	15923.741	7957.936	8045.277	4141.146	4097.102	120.028	1317.044	770.001	1743.271	123.253	624.996	724.516	1498.408	547.701	774.874	9675.754	1980.158	1046.919	1190.798	715.189	1021.269	537.702	823.803	1131.782	4514.158	190.913	524.488	546.804	172.966	751.629	1172.701	1438.406	606.204	1.3049
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	172.643	747.898	1169.76	1433.969	599.418	NA
4977.606	2941.3	16014.561	5853.62	34216.593	1042.182	7791.841	7426.303	56098.782	374.232	464.289	1157.54	6006.615	19417.042	483.887	9925.21	161.051	11945.561	5168.92	31745.472	15733.282	7904.328	7995.202	4065.766	4012.87	114.935	1316.517	779.062	1704.032	124.782	630.333	710.364	1459.266	550.53	768.723	9547.281	1939.198	1026.489	1206.721	699.37	1017.86	524.965	811.634	1100.19	4393.064	188.896	528.532	538.17	172.643	752.245	1165.938	1432.99	598.07	1.3038
4980.571	2969.878	16094.664	5902.581	34208.648	1042.073	7820.273	7465.249	56528.815	375.781	474.245	1177.267	5943.493	19460.3	486.222	9904.766	159.504	11851.749	5185.652	31501.543	15758.619	7968.392	8094.027	4074.347	4008.509	114.855	1316.343	773.198	1721.942	124.062	634.696	708.546	1436.277	551.627	764.553	9651.966	1974.078	1019.336	1203.434	694.648	1001.305	526.076	810.51	1112.016	4372.69	189.208	528.346	539.29	172.643	743.305	1164.449	1424.227	589.945	1.2921
5019.292	2975.066	16137.654	6039.045	34564.575	1047.681	7875.634	7489.739	56812.243	378.312	478.673	1171.562	5947.229	19547.42	487.941	10191.175	159.226	11876.182	5198.684	31673.681	15986.485	8097.857	8154.455	4203.666	4028.406	115.658	1349.13	759.509	1753.992	124	634.407	713.962	1438.79	557.243	765.346	9730.45	1986.309	1019.327	1212.775	718.257	1024.152	525.819	815.175	1117.022	4461.547	189.384	529.764	547.47	172.32	741.894	1163.173	1423.881	595.224	1.2945
5036.677	2932.08	15653.943	6016.652	34017.401	1059.377	7842.879	7442.673	56633.094	375.868	468.767	1168.023	5975.518	19484.088	483.011	10208.942	159.954	11683.642	5102.482	31598.942	15898.515	8124.875	8158.146	4129.525	3975.387	114.989	1343.203	752.76	1765.02	122.792	632.385	715.685	1438.158	546.953	764.434	9568.332	1977.889	1021.272	1185.213	719.987	1004.18	532.035	815.175	1110.478	4463.735	188.896	526.29	549.213	172.986	740.5	1163.677	1420.492	597.617	1.3
5109.508	2997.067	15874.497	6058.628	34533.736	1072.923	7986.071	7561.907	57140.863	384.139	471.743	1188.649	6043.473	19742.165	493.505	10145.062	159.244	11569.504	5167.657	32070.683	16094.179	8155.13	8140.837	4164.727	4078.329	115.47	1341.318	775.201	1765.02	124.186	642.816	724.631	1468.659	546.959	773.369	9938.851	1986.566	1024.03	1221.305	719.923	1022.892	532.554	825.988	1145.608	4405.934	188.87	530.429	549.553	172.986	741.478	1163.676	1420.512	597.653	1.3091
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	172.875	743.921	1161.848	1406.309	591.464	NA
5045.423	2987.706	16028.754	6007.6	35102.728	1070.708	7990.786	7603.156	56361.683	388.415	467.633	1189.141	6033.569	19868.347	498.284	10000.261	157.629	11451.445	5178.261	31910.114	16058.003	8149.062	8116.44	4069.328	3991.663	114.027	1300.411	776.595	1740.713	97.367	638.238	725.256	1479.023	541.773	774.761	9920.531	1954.908	1030.182	1213.866	702.816	1007.772	521.651	830.334	1113.028	4412.193	188.156	533.68	550.593	172.875	732.921	1151.864	1422.598	599.028	1.3156
5160.128	2978.904	15915.854	6019.263	34995.735	1073.12	7973.517	7609.812	56538.972	388.909	472.12	1175.442	6030.398	19817.953	493.977	9929.595	156.609	11512.929	5121.664	31727.075	15987.546	8136.92	8099.127	4033.556	4023.742	114.287	1299.899	772.817	1763.257	87.893	633.472	726.149	1473.006	546.874	766.595	9956.611	1972.015	1034.165	1208.418	699.562	1030.477	522.622	824.62	1116.795	4355.378	187.766	539.27	551.858	173.735	733.582	1144.105	1427.965	594.947	1.3193
5090.467	2962.782	15998.079	6013.327	35000.648	1064.885	8022.081	7653.387	56607.879	390.141	475.204	1187.083	6000.214	19734.987	487.454	10005.01	156.939	11396.596	5132.971	31670.677	15933.623	8220.492	8128.415	4022.159	4019.638	114.857	1269.061	751.097	1733.654	78.439	633.049	733.915	1502.585	541.254	762.586	9761.752	1960.101	1040.781	1212.28	709.095	1020.356	521.169	823.409	1109.435	4458.234	187.737	531.007	554.842	173.624	735.249	1135.985	1428.067	600.981	1.3177
5030.987	2937.121	16088.741	5962.326	34281.471	1068.882	8048.474	7655.843	56340.257	384.516	475.272	1188.451	6042.046	19759.01	487.548	9842.017	153.986	11413.443	5142.135	31485.763	15821.609	8171.231	8063.436	3943.596	4007.084	114.328	1268.155	753.266	1733.654	84.984	620.776	734.604	1484.611	536.504	743.486	9762.647	1973.875	1030.627	1172.345	689.849	1018.975	516.437	815.994	1122.481	4630.588	184.832	529.134	553.311	174.29	736.141	1140.426	1419.761	601.921	1.311
4932.969	2954.661	15912.226	5957.523	33729.578	1061.989	8005.633	7604.263	56769.044	384.18	475.422	1187.536	6086.836	19626.315	486.976	9915.73	154.802	11413.039	5122.194	31204.505	15717.545	8118.832	8040.864	3871.799	4041.48	115.419	1276.548	750.658	1733.654	84.627	626.304	731.431	1469.979	535.685	733.595	9871.526	1941.809	1023.606	1179.14	693.257	1020.651	514.833	813.323	1118.127	4722.651	184.937	527.458	552.056	174.29	736.141	1140.278	1419.917	601.942	1.3131
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	174.29	737.818	1134.206	1401.099	596.037	NA
4964.528	2966.505	16072.629	6026.815	34044.629	1074.182	8097.96	7706.554	56667.807	387.525	476.558	1205.544	6109.877	19873.788	485.717	9928.725	155.184	11419.102	5203.454	31992.312	15823.99	8178.49	8145.187	3956.434	4053.08	116.413	1282.609	752.892	1721.92	89.302	628.041	728.113	1463.884	536.458	721.069	9965.16	1993.404	1023.97	1192.92	703.131	1014.958	514.508	809.49	1104.188	4958.742	184.553	527.269	549.07	174.437	737.804	1137.486	1407.507	599.922	1.3001
4862.773	2945.131	15973.025	5979.359	34074.946	1059.659	7999.191	7551.546	56380.293	387.168	471.691	1200.096	6080.722	19766.955	478.267	9693.379	153.33	11043.874	5165.102	31678.03	15731.316	8104.111	8068.223	3913.344	3978.889	116.102	1252.557	765.781	1732.741	91.462	622.273	719.68	1409.735	526.771	706.861	9650.059	1939.017	1023.981	1199.132	690.523	1010.341	508.512	799.033	1140.851	4857.618	182.359	526.828	550.559	175.361	742.506	1133.956	1418.374	598.662	1.3114
4832.255	2904.382	15660.111	6007.281	33670.915	1043.695	7835.554	7400.892	55123.883	379.006	470.821	1179.693	6047.767	19224.555	478.013	9745.973	154.687	10728.807	5107.856	31274.827	15549.04	8026.796	8077.137	3860.844	3963.427	113.354	1268.834	764.162	1691.493	91.301	631.787	706.796	1339.349	521.406	681.759	9609.045	1926.777	1006.309	1208.905	690.464	979.507	493.556	799.033	1121.881	4765.53	183.939	531.863	544.73	176.015	740.476	1118.849	1419.578	590.124	1.2977
4837.202	2948.988	15738.845	5922.487	34075.473	1058.006	7892.902	7430.561	54840.546	386.177	473.726	1190.853	6028.087	19175.796	470.138	9707.125	156.212	10894.784	5106.431	31968.167	15675.369	8036.413	8068.574	3798.61	3932.011	114.143	1252.443	759.317	1683.957	90.154	642.243	701.77	1380.933	527.847	692.192	9544.232	1904.233	999.918	1217.459	685.888	996.091	497.834	800.75	1084.705	4898.672	184.083	527.215	544.526	174.923	732.32	1119.909	1428.717	581.556	1.306
4817.299	2936.224	15543.678	5951.767	34326.149	1054.845	7843.799	7406.976	54996.196	386.166	476.437	1183.023	6019.222	19009.621	465.563	9540.005	155.759	10929.749	5064.235	31780.561	15702.402	8026.308	8099.697	3819.569	3919.227	114.022	1240.792	756.854	1683.957	88.454	630.908	715.473	1379.97	527.847	670.081	9519.532	1834.896	992.881	1199.664	694.506	978.771	496.994	804.685	1082.669	4743.8	184.213	526.81	544.526	174.923	734.014	1119.036	1428.678	581.591	1.3088
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	174.597	729.403	1112.061	1422.687	571.683	NA
4832.627	2918.411	15432.687	5916.434	34408.636	1050.614	7857.467	7354.244	54573.732	387.037	468.435	1186.995	6041.916	18956.94	473.316	9541.946	156.944	10734.373	5054.41	31766.624	15751.659	8019.868	8145.552	3801.309	3878.396	113.354	1236.065	747.528	1615.214	88.176	630.855	708.937	1379.97	518.473	654.424	9543.955	1827.918	983.308	1188.639	685.042	968.51	488.266	796.413	1069.293	4778.457	202.026	516.026	536.195	174.412	722.501	1100.668	1408.463	567.651	1.3079
4753.724	2919.813	15476.224	5907.94	34647.549	1049.25	7813.537	7312.797	53749.34	386.694	467.777	1181.827	6039.047	19141.904	470.325	9432.115	155.741	10720.724	5031.925	31548.385	15755.136	8018.072	8125.46	3818.178	3829.638	111.473	1226.53	737.122	1561.608	86.201	621.24	708.949	1348.465	518.091	659.488	9503.796	1811.894	984.037	1180.453	674.18	969.836	485.043	771.482	1038.497	4708.883	210.7	515.547	533.916	172.533	726.022	1098.153	1397.347	549.998	1.3059
4824.111	2909.872	15260.047	5811.419	34152.206	1030.007	7694.23	7177.33	52902.089	379.691	464.886	1161.861	5963.929	18783.688	477.523	9276.53	152.563	10674.165	4989.727	30801.952	15632.349	7862.946	8057.829	3715.91	3840.931	110.326	1189.875	739.35	1519.501	86.828	624.005	713.96	1337.066	517.058	659.123	9365.006	1811.873	986.252	1194.564	662.641	955.762	477.107	773.44	1016.381	4548.628	212.519	517.041	533.123	172.095	717.271	1091.826	1392.65	549.733	1.3129
4747.296	2871.617	15092.17	5694.263	33593.402	1015.053	7632.257	7100.62	51936.782	376.418	464.838	1146.443	5904.768	18551.66	481.126	9214.03	153.262	10563.353	4969.543	30697.886	15512.32	7836.632	7883.989	3742.15	3839.187	107.875	1165.038	741.155	1498.381	84.564	628.771	699.944	1319.084	511.3	651.434	9161.606	1795.237	974.489	1210.863	658.843	947.011	476.256	764.815	1019.147	4429.585	212.689	521.098	530.483	166.318	705.939	1081.314	1354.649	534.29	1.3087
4673.861	2793.76	14739.904	5561.735	32881.694	1000.058	7472.432	6965.7	51051.346	365.85	465.126	1125.491	5777.265	18124.318	491.48	9094.52	148.669	10422.887	4871.054	30288.523	15158.329	7618.323	7637.822	3648.864	3794.248	105.844	1111.853	747.463	1498.381	82.004	629.843	691.911	1273.932	497.6	643.565	8893.916	1746.279	974.489	1201.619	634.955	934.074	459.087	759.94	1003.681	4277.652	212.689	524.113	518.676	166.318	707.109	1081.314	1354.649	534.29	1.3189
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	159.038	689.344	1047.341	1289.869	496.058	NA
4391.282	2698.316	14314.327	5382.28	31982.97	967.209	7247.37	6802.831	48434.573	354.402	430.794	1080.674	5611.103	17683.114	464.937	8614.96	142.349	9958.573	4728.441	29285.392	14871.376	7293.536	7335.281	3496.643	3624.329	99.417	1032.4	726.558	1412.56	71.266	604.919	642.05	1202.386	482.353	615.55	8645.813	1660.616	903.438	1152.601	603.156	898.841	437.142	717.467	964.006	4004.92	197.162	525.136	486.293	152.799	684.696	1017.406	1263.684	486.696	1.3287
4517.334	2771.747	14694.168	5386.759	32663.81	999.59	7434.067	7028.584	49278.14	364.431	441.011	1128.761	5370.818	18151.579	468.828	8766.002	146.248	10245.994	4826.239	29815.113	15186.32	7496.923	7238.534	3523.729	3690.877	99.482	1040.905	741.042	1470.311	82.605	614.39	654.767	1228.854	488.095	632.194	8824.3	1627.055	909.251	1152.436	625.867	950.537	460.233	743.023	998.789	3902.255	196.949	514.672	491.607	157.004	686.995	1025.934	1303.092	512.466	1.3336
4510.577	2736.283	14488.615	5479.579	32353.331	987.675	7323.78	6937.674	48691.288	363.387	429.857	1119.444	5579.199	17870.436	458.799	8738.3	145.416	10141.868	4754.113	29396.305	14865.918	7292.268	7517.156	3536.856	3680.522	98.497	1030.818	735.873	1485.936	81.917	601.099	644.824	1229.855	500.684	633.575	8822.356	1633.124	915.15	1148.922	623.561	925.952	462.813	739.427	996.477	4119.817	200.075	510.032	486.559	157.046	686.156	1034.654	1309.594	505.585	1.3292
4587.794	2800.361	14701.568	5665.034	32879.937	999.287	7442.972	7032.958	50129.927	371.174	434.3	1138.708	5589.873	18092.734	467.737	8932.775	148.861	10430.953	4818.009	30081.394	15049.869	7476.346	7703.111	3748.619	3853.882	103.424	1086.965	736.012	1520.709	81.856	604.073	661.848	1319.223	504.001	646.003	9190.31	1756.649	939.712	1155.524	667.809	938.79	470.352	766.267	1023.21	4321.132	204.304	510.502	491.922	157.76	693.493	1044.145	1356.387	530.429	1.3199
4622.25	2790.706	14801.423	5710.88	32799.734	999.181	7472.392	7027.335	50021.548	370.784	432.428	1129.294	5761.137	18159.327	472.142	9117.255	149.097	10387.343	4849.356	30382.593	15030.187	7536.68	7711.848	3686.591	3907.578	102.732	1145.759	747.345	1520.709	83.034	599.328	666.936	1327.408	517.342	655.9	9230.537	1781.221	951.013	1172.65	687.403	947.273	483.579	768.652	1019.217	4322.812	204.304	510.059	498.446	157.844	693.493	1043.738	1356.425	530.454	1.32
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	157.182	696.618	1060.109	1365.186	539.39	NA
4527.621	2763.466	14765.303	5670.004	32750.952	989.368	7424.914	6994.333	49796.769	377.401	434.917	1125.408	5692.458	18122.535	465.543	8969.078	147.379	10230.889	4795.656	30108.251	15000.554	7549.688	7646.982	3576.011	3933.892	101.979	1177.446	753.161	1557.056	80.5	602.067	660.99	1343.155	515.478	655.9	9292.8	1742.486	951.013	1179.777	679.36	947.066	491.257	778.362	1028.88	4348.872	205.728	511.82	503.876	155.531	677.094	1055.287	1393.129	544.327	1.314
